...1,ns,title,pageid,size,wordcount,snippet,timestamp,query_string,category,jac,lev
3,14,Category:Number theory,693745,682,125,"list <span class=""searchmatch"">of</span> number <span class=""searchmatch"">theory</span> topics. This category corresponds roughly to MSC 11-XX Number <span class=""searchmatch"">theory</span>; see 11-XX at MathSciNet and 11-XX at zbMATH. Top 0–9 A B <span class=""searchmatch"">C</span> D",2020-04-25T19:13:57Z,theory of c l,Number theory,0.7777777777777778,12
4,14,Category:Model theory,693979,550,71,"tools from mathematical logic. Model <span class=""searchmatch"">theory</span> has close ties to algebra and universal algebra. Top 0–9 A B <span class=""searchmatch"">C</span> D E F G H I J K <span class=""searchmatch"">L</span> M N O P Q R S T U V W X Y Z",2020-04-22T19:22:34Z,theory of c l,Model theory,0.7647058823529411,12
5,14,Category:Graph theory,691898,1075,146,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics that examines the properties <span class=""searchmatch"">of</span> mathematical graphs. See glossary <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span> for common terms",2021-08-26T18:06:47Z,theory of c l,Graph theory,0.7647058823529411,12
6,14,Category:Game theory,774008,644,66,"variety <span class=""searchmatch"">of</span> fields, including economics, evolutionary biology, political science, social psychology and military strategy. Top 0–9 A B <span class=""searchmatch"">C</span> D E F G H I J K <span class=""searchmatch"">L</span> M",2020-07-27T20:12:23Z,theory of c l,Game theory,0.75,12
7,14,Category:String theory,962873,563,81,"string <span class=""searchmatch"">theory</span> is somewhat <span class=""searchmatch"">of</span> a misnomer since the modern <span class=""searchmatch"">theory</span> also includes higher dimensional objects known as branes. Top 0–9 A B <span class=""searchmatch"">C</span> D E F G H I J K <span class=""searchmatch"">L</span> M",2021-01-10T19:39:14Z,theory of c l,String theory,0.7777777777777778,12
8,14,Category:Information theory,694025,597,43,"relating to information <span class=""searchmatch"">theory</span>, which studies the quantification, storage, and communication <span class=""searchmatch"">of</span> information. Top 0–9 A B <span class=""searchmatch"">C</span> D E F G H I J K <span class=""searchmatch"">L</span> M N O P Q R S T U",2020-12-13T00:23:18Z,theory of c l,Information theory,0.8260869565217391,14
9,14,Category:Music theory stubs,1802185,421,65,"Top 0–9 A B <span class=""searchmatch"">C</span> D E F G H I J K <span class=""searchmatch"">L</span> M N O P Q R S T U V W X Y Z This is a category for topics in Music <span class=""searchmatch"">theory</span>. Following the scope <span class=""searchmatch"">of</span> Wikipedia:WikiProject",2020-02-29T23:05:31Z,theory of c l,Music theory stubs,0.7727272727272727,12
0,14,Category:Fellows of the Institute of Mathematical Statistics,27365594,269,29,"Top 0–9 A B <span class=""searchmatch"">C</span> D E F G H I J K L <span class=""searchmatch"">M</span> N O P Q R S T U V W X Y Z",2020-04-22T19:56:21Z,theory of c:m ratios,Fellows of the Institute of Mathematical Statistics,0.9298245614035088,38
1,14,Category:Elected Members of the International Statistical Institute,27365533,214,29,"Top 0–9 A B <span class=""searchmatch"">C</span> D E F G H I J K L <span class=""searchmatch"">M</span> N O P Q R S T U V W X Y Z",2020-04-22T19:56:13Z,theory of c:m ratios,Elected Members of the International Statistical Institute,0.9230769230769231,44
0,14,Category:Sociological theories,6220146,524,62,"This <span class=""searchmatch"">category</span> contains various sociological and sometimes interdisciplinary <span class=""searchmatch"">theories</span> and <span class=""searchmatch"">paradigms</span>. For the different variants <span class=""searchmatch"">of</span> <span class=""searchmatch"">theories</span> or <span class=""searchmatch"">paradigms</span>, please",2021-10-01T00:23:28Z,theory of category paradigm,Sociological theories,0.9230769230769231,22
1,14,Category:Models of computation,31036668,435,48,"investigating computing machines. Standard computational models assume discrete time <span class=""searchmatch"">paradigm</span>. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2020-07-27T20:12:23Z,theory of category paradigm,Models of computation,0.9230769230769231,18
2,14,Category:Set theoretic programming languages,919689,170,14,"This <span class=""searchmatch"">category</span> lists those programming languages that adhere to the set theoretic programming <span class=""searchmatch"">paradigm</span>.",2013-03-23T07:12:46Z,theory of category paradigm,Set theoretic programming languages,0.9433962264150944,26
3,14,Category:Metatheory of science,25004257,188,0,"Observation <span class=""searchmatch"">Paradigm</span> Problem <span class=""searchmatch"">of</span> induction Scientific law Scientific method Scientific revolution Scientific <span class=""searchmatch"">theory</span> Testability <span class=""searchmatch"">Theory</span> choice <span class=""searchmatch"">Theory</span>-ladenness",2014-10-19T17:09:05Z,theory of category paradigm,Metatheory of science,0.7647058823529411,20
0,14,Category:Fringe theory,24080755,693,89,"A fringe <span class=""searchmatch"">theory</span> is an idea or a <span class=""searchmatch"">collection</span> <span class=""searchmatch"">of</span> ideas that departs significantly from the prevailing or mainstream view. It can include work done to the",2018-01-14T16:08:10Z,theory of collection appropriate,Fringe theory,0.8918918918918919,27
1,14,Category:Platformist organizations,23819300,232,19,"Anarchist organizations which base their form <span class=""searchmatch"">of</span> organization on the Organizational Platform <span class=""searchmatch"">of</span> the General Union <span class=""searchmatch"">of</span> Anarchists (Draft).",2021-09-12T20:09:27Z,theory of collective action,Platformist organizations,0.9555555555555556,20
0,14,Category:Conformity,36459841,462,13,"This category covers psychological and sociological <span class=""searchmatch"">theories</span> and processes <span class=""searchmatch"">of</span> conformity and groupthinking.",2021-04-16T12:43:56Z,theory of community organizing,Conformity,0.9705882352941176,23
1,14,Category:Communitarianism,49526307,928,90,"sense, as a collection <span class=""searchmatch"">of</span> interactions, among a <span class=""searchmatch"">community</span> <span class=""searchmatch"">of</span> people in a given place (geographical location), or among a <span class=""searchmatch"">community</span> who share an interest",2018-01-13T16:57:56Z,theory of community organizing,Communitarianism,0.8285714285714285,19
0,14,Category:Theory of computation,3233312,465,46,"computation, using an algorithm. The field is divided into three major branches: automata <span class=""searchmatch"">theory</span>, computability <span class=""searchmatch"">theory</span> and <span class=""searchmatch"">computational</span> <span class=""searchmatch"">complexity</span> <span class=""searchmatch"">theory</span>.",2020-01-28T20:25:57Z,theory of computational complexity,Theory of computation,0.4,14
1,14,Category:Quantum complexity theory,24092201,189,6,"<span class=""searchmatch"">Computational</span> <span class=""searchmatch"">complexity</span> <span class=""searchmatch"">theory</span> with quantum computers.",2013-04-08T07:17:46Z,theory of computational complexity,Quantum complexity theory,0.6666666666666667,25
2,14,Category:Computational resources,4628120,318,32,"category lists <span class=""searchmatch"">computational</span> resources, used in <span class=""searchmatch"">computational</span> <span class=""searchmatch"">complexity</span> <span class=""searchmatch"">theory</span>. See also Category:<span class=""searchmatch"">Complexity</span> classes for a list <span class=""searchmatch"">of</span> <span class=""searchmatch"">complexity</span> classes. Each",2013-03-28T08:51:59Z,theory of computational complexity,Computational resources,0.717948717948718,21
3,14,Category:Computational problems,4594748,288,18,"This category lists <span class=""searchmatch"">computational</span> problems, formal problems in theoretical computer science which are studied in <span class=""searchmatch"">computational</span> <span class=""searchmatch"">complexity</span> <span class=""searchmatch"">theory</span>.",2013-12-29T16:02:35Z,theory of computational complexity,Computational problems,0.7105263157894737,19
5,14,Category:Theoretical computer scientists,13980543,435,52,"not limited to algorithm design and analysis, <span class=""searchmatch"">computational</span> <span class=""searchmatch"">complexity</span> <span class=""searchmatch"">theory</span>, and computability <span class=""searchmatch"">theory</span>. Top 0–9 A B C D E F G H I J K L M N O P Q R S",2020-04-22T19:45:01Z,theory of computational complexity,Theoretical computer scientists,0.8163265306122449,23
6,14,Category:Computational complexity theory,693727,163,29,"Wikimedia Commons has media related to <span class=""searchmatch"">Computational</span> <span class=""searchmatch"">complexity</span> <span class=""searchmatch"">theory</span>.",2020-07-27T20:12:23Z,theory of computational complexity,Computational complexity theory,0.2727272727272727,18
7,14,Category:Computational hardness assumptions,10967056,476,45,"Such an assumption conjectures that the corresponding <span class=""searchmatch"">computational</span> problem is hard. Most <span class=""searchmatch"">of</span> the time hard is meant to mean not to be solved by a polynomial",2012-04-13T19:26:12Z,theory of computational complexity,Computational hardness assumptions,0.7708333333333334,29
8,14,Category:Theorems in computational complexity theory,36847437,201,0,NA,2015-04-03T13:51:43Z,theory of computational complexity,Theorems in computational complexity theory,0.41463414634146345,13
9,14,Category:Structural complexity theory,20188602,87,0,NA,2020-10-31T23:42:49Z,theory of computational complexity,Structural complexity theory,0.625,25
2,14,Category:Go (game),32322535,321,0,"Ladder Life and death Mirror Go Opening <span class=""searchmatch"">theory</span> Proverbs Shape Empty triangle Ponnuki Tenuki Tsumego History Classic <span class=""searchmatch"">of</span> Arts Dunhuang Go Manual Emperor Yao",2021-10-19T23:00:41Z,theory of computer games,Go (game),0.9259259259259259,18
0,14,Category:Identity politics,16609007,1110,126,"systems <span class=""searchmatch"">of</span> oppression that may affect their lives and come from their various <span class=""searchmatch"">identities</span>. <span class=""searchmatch"">Identity</span> politics centers the lived experiences <span class=""searchmatch"">of</span> those facing",2021-05-02T01:01:00Z,theory of cultural identities,Identity politics,0.8648648648648649,22
0,14,Category:Biblical studies organizations,57907459,576,55,"biblical <span class=""searchmatch"">studies</span>, the academic application <span class=""searchmatch"">of</span> a set <span class=""searchmatch"">of</span> diverse disciplines to the <span class=""searchmatch"">study</span> <span class=""searchmatch"">of</span> the Bible (the Tanakh and the New Testament). For its <span class=""searchmatch"">theory</span> and",2021-04-03T09:25:28Z,theory of cultural studies,Biblical studies organizations,0.8181818181818181,26
1,14,Category:French biblical scholars,30605592,454,41,"the field <span class=""searchmatch"">of</span> biblical <span class=""searchmatch"">studies</span>. For its <span class=""searchmatch"">theory</span> and methods, the field draws on disciplines ranging from archaeology, ancient history, <span class=""searchmatch"">cultural</span> backgrounds",2019-11-08T13:01:31Z,theory of cultural studies,French biblical scholars,0.9545454545454546,19
2,14,Category:Social philosophy,771308,749,100,"and <span class=""searchmatch"">cultural</span> questions, and to the development <span class=""searchmatch"">of</span> novel theoretical frameworks, from social ontology to care ethics to cosmopolitan <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> democracy",2021-09-11T21:52:22Z,theory of cultural studies,Social philosophy,0.9736842105263158,22
4,14,Category:Disability studies,37185019,156,0,NA,2019-08-21T05:51:49Z,theory of cultural studies,Disability studies,0.8235294117647058,17
5,14,Category:Cultural hegemony,28746478,109,0,NA,2018-08-27T14:05:16Z,theory of cultural studies,Cultural hegemony,0.8181818181818181,19
6,14,Category:Environmental humanities,38425257,198,0,"Related Animal <span class=""searchmatch"">studies</span> Bioethics Biophilia hypothesis Do it yourself (ethic) Natural history (museums) Popular science Property <span class=""searchmatch"">theory</span> (common property)",2019-03-24T09:57:33Z,theory of cultural studies,Environmental humanities,0.9545454545454546,19
0,14,Category:Perturbation theory,4948907,310,30,"with topics in perturbation <span class=""searchmatch"">theory</span> and variational principles, which commonly occur in the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">differential</span> <span class=""searchmatch"">equations</span>, with problems in quantum mechanics",2020-11-02T22:49:34Z,theory of differential equations,Perturbation theory,0.825,25
1,14,Category:Stability theory,5494183,342,19,"This category deals with the stability <span class=""searchmatch"">of</span> solutions to <span class=""searchmatch"">differential</span> <span class=""searchmatch"">equations</span>. It corresponds roughly to MSC 34Dxx Stability <span class=""searchmatch"">Theory</span>.",2013-03-15T16:46:02Z,theory of differential equations,Stability theory,0.9,28
2,14,Category:Dynamical systems,877149,631,91,"<span class=""searchmatch"">of</span> electronic circuits and the solutions to partial <span class=""searchmatch"">differential</span> <span class=""searchmatch"">equations</span> that arise in biology. Much <span class=""searchmatch"">of</span> modern research is focused on the study <span class=""searchmatch"">of</span> chaotic",2020-12-21T13:08:25Z,theory of differential equations,Dynamical systems,0.9772727272727273,25
3,14,Category:Differential operators,693999,547,50,"mathematics, a <span class=""searchmatch"">differential</span> operator is a linear operator defined as a function <span class=""searchmatch"">of</span> the differentiation operator. It is helpful, as a matter <span class=""searchmatch"">of</span> notation first",2020-01-07T21:50:48Z,theory of differential equations,Differential operators,0.75,17
4,14,Category:Potential theory,1432114,413,30,"Potential <span class=""searchmatch"">theory</span> concerns itself with the study <span class=""searchmatch"">of</span> harmonic functions. This category corresponds roughly to MSC 31-XX Potential <span class=""searchmatch"">theory</span>; see 31-XX at MathSciNet",2019-09-14T05:39:31Z,theory of differential equations,Potential theory,0.7428571428571429,23
7,14,Category:Bifurcation theory,5494818,211,0,"Wikimedia Commons has media related to Bifurcation <span class=""searchmatch"">theory</span>.",2018-04-16T10:24:12Z,theory of differential equations,Bifurcation theory,0.8205128205128205,25
8,14,Category:Hodge theory,27137766,230,0,NA,2011-01-24T11:02:04Z,theory of differential equations,Hodge theory,0.8888888888888888,26
9,14,Category:Dirac equation,41775749,192,0,NA,2019-09-14T05:41:39Z,theory of differential equations,Dirac equation,0.8,20
0,14,Category:Systems scientists,12119152,603,51,"systems theory, Control <span class=""searchmatch"">theory</span>, Cybernetics, <span class=""searchmatch"">Dynamical</span> <span class=""searchmatch"">Systems</span>, General <span class=""searchmatch"">systems</span> <span class=""searchmatch"">theory</span>, Living <span class=""searchmatch"">systems</span> <span class=""searchmatch"">theory</span>, Mathematical <span class=""searchmatch"">Systems</span> <span class=""searchmatch"">theory</span>, Operations researchers",2021-05-22T14:30:33Z,theory of dynamic systems,Systems scientists,0.8857142857142857,20
1,14,Category:Dynamical systems,877149,631,91,"<span class=""searchmatch"">Systems</span> science portal <span class=""searchmatch"">Dynamical</span> <span class=""searchmatch"">systems</span> deals with the study <span class=""searchmatch"">of</span> the solutions to the equations <span class=""searchmatch"">of</span> motion <span class=""searchmatch"">of</span> <span class=""searchmatch"">systems</span> that are primarily mechanical in nature;",2020-12-21T13:08:25Z,theory of dynamic systems,Dynamical systems,0.6428571428571428,13
2,14,Category:Spectral theory,1213177,499,45,"<span class=""searchmatch"">theory</span> deals with attempts to understand operators, graphs and <span class=""searchmatch"">dynamical</span> <span class=""searchmatch"">systems</span> by means <span class=""searchmatch"">of</span> the spectrum <span class=""searchmatch"">of</span> eigenvalues associated with the <span class=""searchmatch"">system</span>.",2020-12-21T22:08:20Z,theory of dynamic systems,Spectral theory,0.875,22
3,14,Category:Solar System dynamic theories,10772136,425,44,"<span class=""searchmatch"">theories</span> about Solar <span class=""searchmatch"">System</span> bodies, their formation, and other important, mostly cataclysmic, events that deeply affected the orbits and surfaces <span class=""searchmatch"">of</span> the",2020-12-24T01:04:44Z,theory of dynamic systems,Solar System dynamic theories,0.6486486486486487,17
5,14,Category:Arithmetic dynamics,61903866,289,16,"Arithmetic dynamics is a field that amalgamates two areas <span class=""searchmatch"">of</span> mathematics, <span class=""searchmatch"">dynamical</span> <span class=""searchmatch"">systems</span> and number <span class=""searchmatch"">theory</span>.",2020-09-30T06:53:21Z,theory of dynamic systems,Arithmetic dynamics,0.7878787878787878,17
7,14,Category:Stability theory,5494183,342,19,"This category deals with the stability <span class=""searchmatch"">of</span> solutions to differential equations. It corresponds roughly to MSC 34Dxx Stability <span class=""searchmatch"">Theory</span>.",2013-03-15T16:46:02Z,theory of dynamic systems,Stability theory,0.8787878787878788,22
8,14,Category:Nonlinear systems,34760990,379,34,"Nonlinear <span class=""searchmatch"">systems</span> are <span class=""searchmatch"">systems</span> whose behavior is not expressible as a linear function <span class=""searchmatch"">of</span> its descriptors; that is, such <span class=""searchmatch"">systems</span> are not linear. For a more",2019-11-28T04:04:55Z,theory of dynamic systems,Nonlinear systems,0.8125,15
9,14,Category:Ergodic theory,974653,227,9,"This category roughly corresponds to MSC 37A Ergodic <span class=""searchmatch"">theory</span>.",2016-12-06T22:08:53Z,theory of dynamic systems,Ergodic theory,0.8333333333333334,19
0,14,Category:Systems scientists,12119152,603,51,"systems theory, Control <span class=""searchmatch"">theory</span>, Cybernetics, <span class=""searchmatch"">Dynamical</span> <span class=""searchmatch"">Systems</span>, General <span class=""searchmatch"">systems</span> <span class=""searchmatch"">theory</span>, Living <span class=""searchmatch"">systems</span> <span class=""searchmatch"">theory</span>, Mathematical <span class=""searchmatch"">Systems</span> <span class=""searchmatch"">theory</span>, Operations researchers",2021-05-22T14:30:33Z,theory of dynamical systems,Systems scientists,0.8918918918918919,22
1,14,Category:Dynamical systems,877149,631,91,"<span class=""searchmatch"">Systems</span> science portal <span class=""searchmatch"">Dynamical</span> <span class=""searchmatch"">systems</span> deals with the study <span class=""searchmatch"">of</span> the solutions to the equations <span class=""searchmatch"">of</span> motion <span class=""searchmatch"">of</span> <span class=""searchmatch"">systems</span> that are primarily mechanical in nature;",2020-12-21T13:08:25Z,theory of dynamical systems,Dynamical systems,0.46153846153846156,11
2,14,Category:Spectral theory,1213177,499,45,"<span class=""searchmatch"">theory</span> deals with attempts to understand operators, graphs and <span class=""searchmatch"">dynamical</span> <span class=""searchmatch"">systems</span> by means <span class=""searchmatch"">of</span> the spectrum <span class=""searchmatch"">of</span> eigenvalues associated with the <span class=""searchmatch"">system</span>.",2020-12-21T22:08:20Z,theory of dynamical systems,Spectral theory,0.8484848484848485,23
4,14,Category:Arithmetic dynamics,61903866,289,16,"Arithmetic dynamics is a field that amalgamates two areas <span class=""searchmatch"">of</span> mathematics, <span class=""searchmatch"">dynamical</span> <span class=""searchmatch"">systems</span> and number <span class=""searchmatch"">theory</span>.",2020-09-30T06:53:21Z,theory of dynamical systems,Arithmetic dynamics,0.8333333333333334,19
5,14,Category:Solar System dynamic theories,10772136,425,44,"<span class=""searchmatch"">theories</span> about Solar <span class=""searchmatch"">System</span> bodies, their formation, and other important, mostly cataclysmic, events that deeply affected the orbits and surfaces <span class=""searchmatch"">of</span> the",2020-12-24T01:04:44Z,theory of dynamical systems,Solar System dynamic theories,0.7,18
7,14,Category:Stability theory,5494183,342,19,"This category deals with the stability <span class=""searchmatch"">of</span> solutions to differential equations. It corresponds roughly to MSC 34Dxx Stability <span class=""searchmatch"">Theory</span>.",2013-03-15T16:46:02Z,theory of dynamical systems,Stability theory,0.8857142857142857,23
8,14,Category:Nonlinear systems,34760990,379,34,"Nonlinear <span class=""searchmatch"">systems</span> are <span class=""searchmatch"">systems</span> whose behavior is not expressible as a linear function <span class=""searchmatch"">of</span> its descriptors; that is, such <span class=""searchmatch"">systems</span> are not linear. For a more",2019-11-28T04:04:55Z,theory of dynamical systems,Nonlinear systems,0.8235294117647058,16
0,14,Category:Psychotherapy,964972,428,40,"Psychotherapy is a set <span class=""searchmatch"">of</span> techniques believed to cure or to help solve behavioral and other psychological problems in humans. The common part <span class=""searchmatch"">of</span> these techniques",2021-11-28T22:17:17Z,theory of economy based,Psychotherapy,0.967741935483871,19
0,14,Category:Finite differences,3963063,598,54,"portal <span class=""searchmatch"">Finite</span> differences are composed from differences in a <span class=""searchmatch"">sequence</span> <span class=""searchmatch"">of</span> values, or the values <span class=""searchmatch"">of</span> a function sampled at discrete points. <span class=""searchmatch"">Finite</span> differences",2019-09-20T10:51:15Z,theory of finite sequence,Finite differences,0.8181818181818181,18
0,14,Category:Automata (computation),38801233,272,21,"This category is concerned with the formal definitions <span class=""searchmatch"">of</span> <span class=""searchmatch"">finite</span>-<span class=""searchmatch"">state</span> machines in theoretical computer science, and the various generalizations thereof",2019-12-05T21:18:11Z,theory of finite state,Automata (computation),0.9743589743589743,20
0,14,Category:Grammar frameworks,1761683,213,11,"These <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">grammar</span> are used to describe natural (human) languages.",2017-02-23T20:36:00Z,theory of formal grammars,Grammar frameworks,0.8823529411764706,18
0,14,Category:Proof theory,693693,312,14,"Mathematics portal Philosophy portal In mathematics, <span class=""searchmatch"">Proof</span> <span class=""searchmatch"">theory</span> is the study <span class=""searchmatch"">of</span> <span class=""searchmatch"">formalized</span> arguments.",2020-04-25T19:13:27Z,theory of formalization proof,Proof theory,0.7666666666666666,23
0,14,Category:Shakespeare authorship question,31868239,956,76,"for adherents <span class=""searchmatch"">of</span> the various alternative-<span class=""searchmatch"">authorship</span> <span class=""searchmatch"">theories</span>—believe that Shakespeare <span class=""searchmatch"">of</span> Stratford was a front to shield the identity <span class=""searchmatch"">of</span> the real author",2021-01-05T12:23:39Z,theory of gendered authorship,Shakespeare authorship question,0.8085106382978724,23
0,14,Category:Design,999651,209,29,"Communication <span class=""searchmatch"">design</span> Advertising Book <span class=""searchmatch"">design</span> Brand <span class=""searchmatch"">design</span> Exhibit <span class=""searchmatch"">design</span> Film title <span class=""searchmatch"">design</span> <span class=""searchmatch"">Graphic</span> <span class=""searchmatch"">design</span> Motion Postage stamp <span class=""searchmatch"">design</span> Print <span class=""searchmatch"">design</span> Illustration",2020-04-16T23:08:00Z,theory of graphic design,Design,0.8695652173913043,19
0,14,Category:Application-specific graphs,20383057,128,15,"This category is for <span class=""searchmatch"">graphs</span> arising in or defined for particular <span class=""searchmatch"">applications</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span>.",2018-12-04T23:06:08Z,theory of graphs applications,Application-specific graphs,0.6666666666666667,26
1,14,Category:Applied mathematics,966983,943,107,"mathematics is a branch <span class=""searchmatch"">of</span> mathematics that concerns itself with the <span class=""searchmatch"">application</span> <span class=""searchmatch"">of</span> mathematical knowledge to other domains. Such <span class=""searchmatch"">applications</span> include numerical",2020-05-11T18:04:38Z,theory of graphs applications,Applied mathematics,0.8974358974358975,22
2,14,Category:Mathematical chemistry,15689672,454,45,"mathematical modeling <span class=""searchmatch"">of</span> chemical phenomena. Generally mathematical chemistry (computer chemistry ) is based on <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span> <span class=""searchmatch"">applications</span> for organic chemistry",2021-03-28T13:11:50Z,theory of graphs applications,Mathematical chemistry,0.9302325581395349,24
3,14,Category:Geometric graphs,19717292,189,16,"This category is for <span class=""searchmatch"">graphs</span> defined in terms <span class=""searchmatch"">of</span> relations for or structures <span class=""searchmatch"">of</span> geometric objects.",2018-12-05T00:00:22Z,theory of graphs applications,Geometric graphs,0.8611111111111112,21
0,14,Category:Music theory,736492,633,66,"description in words <span class=""searchmatch"">of</span> elements <span class=""searchmatch"">of</span> music, and the interrelationship toward the notation <span class=""searchmatch"">of</span> music and performance practice. <span class=""searchmatch"">Broadly</span>, <span class=""searchmatch"">theory</span> may be considered",2020-02-26T02:02:42Z,theory of history broadly,Music theory,0.8518518518518519,20
4,14,Category:Metatheory of science,25004257,188,0,"Paradigm Problem <span class=""searchmatch"">of</span> induction Scientific law Scientific method Scientific revolution Scientific <span class=""searchmatch"">theory</span> Testability <span class=""searchmatch"">Theory</span> choice <span class=""searchmatch"">Theory</span>-ladenness Underdetermination",2014-10-19T17:09:05Z,theory of history broadly,Metatheory of science,0.75,18
0,14,Category:Transhumanism,840164,1075,93,"psychological <span class=""searchmatch"">capacities</span>. Transhumanist thinkers study the potential benefits and dangers <span class=""searchmatch"">of</span> emerging technologies that could overcome fundamental <span class=""searchmatch"">human</span> limitations",2020-10-03T00:46:38Z,theory of human capacities,Transhumanism,0.90625,19
1,14,Category:Cognitive biases,893782,1627,170,"a &quot;by-product&quot; <span class=""searchmatch"">of</span> <span class=""searchmatch"">human</span> processing limitations, resulting from a lack <span class=""searchmatch"">of</span> appropriate mental mechanisms (bounded rationality), impact <span class=""searchmatch"">of</span> individual's constitution",2021-10-17T01:10:10Z,theory of human capacities,Cognitive biases,0.972972972972973,21
4,14,Category:Shades of color,5679444,239,14,"&quot;Shades&quot; <span class=""searchmatch"">of</span> Colors — all color differences, not only technical tints and shades <span class=""searchmatch"">of</span> color.",2020-10-31T23:33:34Z,theory of human image,Shades of color,0.9333333333333333,16
0,14,Category:Biologically-based therapies,5717653,474,40,"based therapies is the precise name <span class=""searchmatch"">of</span> a NCCIH classification for alternative treatments that use substances <span class=""searchmatch"">found</span> in nature, such as: botanicals animal-derived",2021-04-27T08:23:04Z,theory of information found,Biologically-based therapies,0.98,27
0,14,Category:Graph theory,691898,1075,146,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics that examines the properties <span class=""searchmatch"">of</span> mathematical graphs. See glossary <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span> for common terms",2021-08-26T18:06:47Z,theory of information systems,Graph theory,0.8787878787878788,24
2,14,Category:Entropy and information,9910848,625,69,"relating to entropy and <span class=""searchmatch"">information</span> in <span class=""searchmatch"">information</span> <span class=""searchmatch"">theory</span>. The lead article for this category is Entropy (<span class=""searchmatch"">information</span> <span class=""searchmatch"">theory</span>). To be distinguished from:",2019-12-02T04:34:39Z,theory of information systems,Entropy and information,0.736842105263158,16
3,14,Category:Partition functions,31500551,863,93,"integral, as used in probability <span class=""searchmatch"">theory</span>, <span class=""searchmatch"">information</span> science and dynamical <span class=""searchmatch"">systems</span>, is an abstraction <span class=""searchmatch"">of</span> the definition <span class=""searchmatch"">of</span> a partition function in statistical",2011-11-12T17:04:33Z,theory of information systems,Partition functions,0.9230769230769231,21
5,14,Category:Statistics educators,27363556,858,54,"to statistics education, i.e. the teaching and learning <span class=""searchmatch"">of</span> statistics (including both <span class=""searchmatch"">theory</span> and practice). Statisticians involved in producing educational",2019-09-17T11:11:47Z,theory of information systems,Statistics educators,0.9772727272727273,24
0,14,Category:Large integers,21613557,1196,175,"Japanese-<span class=""searchmatch"">language</span> press discusses the quadrillions <span class=""searchmatch"">of</span> yen in the &quot;world gross product&quot;; if, so it can be <span class=""searchmatch"">argued</span> that the Japanese-<span class=""searchmatch"">language</span> equivalent <span class=""searchmatch"">of</span> &quot;large",2021-10-22T14:00:44Z,theory of language argues,Large integers,0.9393939393939394,18
3,14,Category:Disciples of Gautama Buddha,32322574,203,0,"Yasa Key concepts Avidyā (Ignorance) Bardo Bodhicitta Buddha-nature Dhamma <span class=""searchmatch"">theory</span> Dharma Enlightenment Five hindrances Indriya Karma Kleshas Mental factors",2021-04-18T09:54:38Z,theory of language history,Disciples of Gautama Buddha,0.9565217391304348,22
5,14,Category:Philosophers of religion,2033396,302,29,"Conceptions <span class=""searchmatch"">of</span> God Existence <span class=""searchmatch"">of</span> God Theology Acosmism Agnosticism Animism Antireligion Atheism Creationism Dharmism Deism Demonology Divine command <span class=""searchmatch"">theory</span> Dualism",2021-05-06T00:10:46Z,theory of language history,Philosophers of religion,0.9534883720930233,22
8,14,Category:Comparative Buddhism,6260263,164,10,"Articles and categories comparing different branches or schools <span class=""searchmatch"">of</span> Buddhism.",2021-04-23T19:02:50Z,theory of language history,Comparative Buddhism,0.975,22
4,14,Category:Philosophers of religion,2033396,302,29,"Conceptions <span class=""searchmatch"">of</span> God Existence <span class=""searchmatch"">of</span> God Theology Acosmism Agnosticism Animism Antireligion Atheism Creationism Dharmism Deism Demonology Divine command <span class=""searchmatch"">theory</span> Dualism",2021-05-06T00:10:46Z,theory of language processing,Philosophers of religion,0.9574468085106383,24
6,14,Category:Philosophy of mind,772259,248,29,"Occasionalism Parallelism Phenomenalism Phenomenology Physicalism identity <span class=""searchmatch"">theory</span> Property dualism Representational Solipsism Substance dualism Concepts Abstract",2021-04-05T10:58:40Z,theory of language processing,Philosophy of mind,0.925,23
0,14,Category:Type theory,1028819,599,29,"Wikimedia Commons has media related to Type <span class=""searchmatch"">theory</span>.",2020-04-22T19:23:37Z,theory of language structure,Type theory,0.8709677419354839,23
4,14,Category:Abstract data types,25155380,209,0,NA,2018-08-31T13:53:16Z,theory of language structure,Abstract data types,0.9761904761904762,22
0,14,Category:Philosophy of language,744038,730,73,"Philosophy <span class=""searchmatch"">of</span> <span class=""searchmatch"">language</span> is the branch <span class=""searchmatch"">of</span> philosophy that studies <span class=""searchmatch"">language</span>. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, <span class=""searchmatch"">language</span> use",2020-04-25T17:59:38Z,theory of language translation,Philosophy of language,0.7027027027027026,19
